OA LOC name,Gene name,Notes,,,,,
LOC105604635,,DISCONTINUED,,,,,
LOC105604614,ZG16B,,,,,,
LOC105604613,LOC105604613,,,,,,
LOC105604601,,DISCONTINUED,,,,,
LOC105604550,LOC105604550,,,,,,
LOC105604507,LOC105604507,,,,,,
LOC105604471,LOC105604471,,,,,,
LOC105604459,LOC105604459,,,,,,
LOC105604443,LOC105604443,,,,,,
LOC105604388,LOC105604388,,,,,,
LOC105604357,,DISCONTINUED,,,,,
LOC105604342,,DISCONTINUED,,,,,
LOC105604329,,DISCONTINUED,,,,,
LOC105604326,,DISCONTINUED,,,,,
LOC105604300,LOC105604300,,,,,,
LOC105604280,,DISCONTINUED,,,,,
LOC105604272,,DISCONTINUED,,,,,
LOC105604270,LOC105604270,,,,,,
LOC105604226,LOC105604226,,,,,,
LOC105604207,PCDH15,,,,,,
LOC105604200,,DISCONTINUED,,,,,
LOC105604169,,DISCONTINUED,,,,,
LOC105604155,LOC105604155,,,,,,
LOC105604140,,DISCONTINUED,,,,,
LOC105604131,LOC105604131,,,,,,
LOC105604121,,DISCONTINUED,,,,,
LOC105604118,,DISCONTINUED,,,,,
LOC105604116,,DISCONTINUED,,,,,
LOC105604115,,DISCONTINUED,,,,,
LOC105604113,LOC105604113,,,,,,
LOC105604082,LOC105604082,,,,,,
LOC105604073,LOC105604073,,,,,,
LOC105604071,,DISCONTINUED,,,,,
LOC105604051,OXCT2,Like gene,,,,,
LOC105604048,LOC105604048,,,,,,
LOC105604044,LOC105604044,,,,,,
LOC105603946,,DISCONTINUED,,,,,
LOC105603833,,DISCONTINUED,,,,,
LOC105603819,,DISCONTINUED,,,,,
LOC105603814,H3C1,,,,,,
LOC105603765,,DISCONTINUED,,,,,
LOC105603750,LOC105603750,,,,,,
LOC105603748,LOC105603748,,,,,,
LOC105603715,LOC105603715,,,,,,
LOC105603708,,DISCONTINUED,,,,,
LOC105603695,LOC105603695,,,,,,
LOC105603654,,DISCONTINUED,,,,,
LOC105603649,LOC105603649,,,,,,
LOC105603633,LOC105603633,,,,,,
LOC105603572,VGLL4,,,,,,
LOC105603570,,DISCONTINUED,,,,,
LOC105603560,,DISCONTINUED,,,,,
LOC105603510,LOC105603510,,,,,,
LOC105603500,PXK,,,,,,
LOC105603493,,DISCONTINUED,,,,,
LOC105603470,,DISCONTINUED,,,,,
LOC105603469,,DISCONTINUED,,,,,
LOC105603452,,DISCONTINUED,,,,,
LOC105603436,LOC105603436,,,,,,
LOC105603421,GRM7,,,,,,
LOC105603411,,DISCONTINUED,,,,,
LOC105603410,,DISCONTINUED,,,,,
LOC105603395,POMGNT2,,,,,,
LOC105603379,LOC105603379,,,,,,
LOC105603362,,DISCONTINUED,,,,,
LOC105603353,,DISCONTINUED,,,,,
LOC105603319,LOC105603319,,,,,,
LOC105603310,LOC105603310,,,,,,
LOC105603226,IFI27L2,,,,,,
LOC105603203,LOC105603203,,,,,,
LOC105603192,,DISCONTINUED,,,,,
LOC105603184,,DISCONTINUED,,,,,
LOC105603182,LOC105603182,,,,,,
LOC105603132,LOC105603182,,,,,,
LOC105603129,,DISCONTINUED,,,,,
LOC105603123,CEMIP,,,,,,
LOC105603076,LOC105603076,,,,,,
LOC105603038,,DISCONTINUED,,,,,
LOC105603001,MCF2L2,,,,,,
LOC105602976,IGLL5,,,,,,
LOC105602951,LOC105602951,,,,,,
LOC105602949,LOC105602949,,,,,,
LOC105602894,,DISCONTINUED,,,,,
LOC105602884,,DISCONTINUED,,,,,
LOC105602875,,DISCONTINUED,,,,,
LOC105602836,,DISCONTINUED,,,,,
LOC105602796,LOC105602796,,,,,,
LOC105602784,,DISCONTINUED,,,,,
LOC105602775,,DISCONTINUED,,,,,
LOC105602727,REELD1,,,,,,
LOC105602656,,DISCONTINUED,,,,,
LOC105602647,LOC105602647,,,,,,
LOC105602642,,DISCONTINUED,,,,,
LOC105602604,,DISCONTINUED,,,,,
LOC105602573,,DISCONTINUED,,,,,
LOC105602567,LOC105602567,,,,,,
LOC105602543,,DISCONTINUED,,,,,
LOC105602529,LOC105602529,,,,,,
LOC105602450,LOC105602450,,,,,,
LOC105602434,LOC105602434,,,,,,
LOC105602394,,DISCONTINUED,,,,,
LOC105602391,LOC105602391,,,,,,
LOC105602352,,DISCONTINUED,,,,,
LOC105602349,,DISCONTINUED,,,,,
LOC105602313,LOC105602313,,,,,,
LOC105602286,,DISCONTINUED,,,,,
LOC105602265,,DISCONTINUED,,,,,
LOC105602262,LOC105602262,,,,,,
LOC105602261,LOC105602261,,,,,,
LOC105602219,,DISCONTINUED,,,,,
LOC105602204,LOC105602204,,,,,,
LOC105602161,,DISCONTINUED,,,,,
LOC105602138,,DISCONTINUED,,,,,
LOC105602135,,DISCONTINUED,,,,,
LOC105602104,KDM2A,Like gene,,,,,
LOC105602103,PEG3,,,,,,
LOC105602084,ZNF350,Like gene,,,,,
LOC105602062,GPATCH1,,,,,,
LOC105602007,ZBTB20,,,,,,
LOC105601998,LOC105601998,,,,,,
LOC105601992,,DISCONTINUED,,,,,
LOC105601984,,DISCONTINUED,,,,,
LOC105601884,ABCC4,Like gene,,,,,
LOC105601883,GZMH,Like gene,,,,,
LOC105601877,IGLV5-39,Like gene,,,,,
LOC101123625,TRGC2,,,,,,
LOC101123615,,DISCONTINUED,,,,,
LOC101123292,H2AW,,,,,,
LOC101123158,H1-5,,,,,,
LOC101122934,MOGAT2,Like gene,,,,,
LOC101122904,H2AC21,,,,,,
LOC101122819,,15 kDa protein B-like,,,,,
LOC101122803,ICAM1,,,,,,
LOC101122774,CACNA1B,,,,,,
LOC101122753,,serine-rich adhesin for platelets (sraP); S. aureus analog,,,,,
LOC101122662,CYB5R4,,,,,,
LOC101122637,,DISCONTINUED,,,,,
LOC101122633,MYADM,Like gene,,,,,
LOC101122587,ULBP3,Like gene,,,,,
LOC101122311,GZMH,like gene,,,,,
LOC101122142,,butyrophilin-like protein 1 (BTLN1); mouse analog,,,,,
LOC101122139,MYADM,Like gene,,,,,
LOC101122074,THOC2,Pseudogene,,,,,
LOC101122059,,mast cell protease 1A-like,,,,,
LOC101122009,,DISCONTINUED,,,,,
LOC101121920,,DISCONTINUED,,,,,
LOC101121854,,vomeronasal type-2 receptor 116 (VMN2R116); like gene; mouse analog,,,,,
LOC101121807,,DISCONTINUED,,,,,
LOC101121655,IRS1,Like gene,,,,,
LOC101121646,LY9,,,,,,
LOC101121024,MAPT,,,,,,
LOC101120961,LOC101120961,,,,,,
LOC101120871,,"DLA class II histocompatibility antigen, DR-1 beta chain; dog analog",,,,,
LOC101120859,CD33,,,,,,
LOC101120769,ANKRD26,Like gene,,,,,
LOC101120721,RPS27,Like gene,,,,,
LOC101120702,H2AC12,,,,,,
LOC101120580,MYO6,,,,,,
LOC101120559,CD1,,,,,,
LOC101120447,,histone H2A type 1,,,,,
LOC101120395,GBP4,Like gene,,,,,
LOC101120379,MUC3A,,,,,,
LOC101120293,MMP25,,,,,,
LOC101120207,PDE4DIP,,,,,,
LOC101120019,RPL10A,Pseudogene,,,,,
LOC101119933,PRG3,Like gene,,,,,
LOC101119706,CYP1B1,,,,,,
LOC101119426,H2BC4,,,,,,
LOC101119079,MYADM,Like gene,,,,,
LOC101118921,,DISCONTINUED,,,,,
LOC101118897,TRIM5,Like gene,,,,,
LOC101118767,LOC101118767,,,,,,
LOC101118751,FAM151A,Like gene,,,,,
LOC101118536,LY6H,,,,,,
LOC101118511,PABIR3,,,,,,
LOC101118459,KRT14,,,,,,
LOC101118452,MORN2,Like gene,,,,,
LOC101118343,TPO,,,,,,
LOC101117679,MIS12,,,,,,
LOC101117654,TCEAL3,,,,,,
LOC101117483,TMEM121,,,,,,
LOC101117431,KRT13,,,,,,
LOC101117274,COIL,Pseudogene,,,,,
LOC101117195,GALNT9,,,,,,
LOC101117107,GZMA,,,,,,
LOC101117053,RPS4X,Like gene,,,,,
LOC101117044,UPK3BL1,,,,,,
LOC101117021,MYADM,Like gene,,,,,
LOC101116795,UPK3BL1,,,,,,
LOC101116713,,DISCONTINUED,,,,,
LOC101116639,,mast cell protease 1A-like,,,,,
LOC101116638,RPL21,Like gene,,,,,
LOC101116474,CPA5,,,,,,
LOC101116464,TPO,,,,,,
LOC101116416,TAS1R1,,,,,,
LOC101116383,FOXD4,,,,,,
LOC101116368,LPCAT2,Like gene,,,,,
LOC101116294,SPIN2B,,,,,,
LOC101116287,ARSH,,,,,,
LOC101116267,CLCA1,Like gene,,,,,
LOC101116255,GLB1L2,,,,,,
LOC101116141,SPINK5,,,,,,
LOC101116039,CYP27B1,,,,,,
LOC101116002,CLCA1,Like gene,,,,,
LOC101115991,,disintegrin and metalloproteinase domain-containing protein 1a-like,,,,,
LOC101115820,VN1R1,,,,,,
LOC101115778,SULT1C2,,,,,,
LOC101115734,,disintegrin and metalloproteinase domain-containing protein 1a-like,,,,,
LOC101115646,CLEC18A,Like gene,,,,,
LOC101115610,TESC,,,,,,
LOC101115187,PPHLN1,Like gene,,,,,
LOC101115109,RPL17,Like gene,,,,,
LOC101115104,,DISCONTINUED,,,,,
LOC101115103,BBC3,,,,,,
LOC101114973,NXPE4,,,,,,
LOC101114852,GIMAP7,Like gene,,,,,
LOC101114847,,RH-like protein,,,,,
LOC101114802,KLK4,,,,,,
LOC101114669,,EGF-like and EMI domain-containing protein 1,,,,,
LOC101114596,PPP1R12B,,,,,,
LOC101114528,RPL10,Like gene,,,,,
LOC101114497,GAB3,,,,,,
LOC101114469,IGLC3,Like gene,,,,,
LOC101114167,SPIN2B,,,,,,
LOC101114066,GNG3,,,,,,
LOC101113911,SPIN2B,Like gene,,,,,
LOC101113893,H1-2,,,,,,
LOC101113807,OVGP1,Like gene,,,,,
LOC101113607,SLFN11,,,,,,
LOC101113357,SLC7A3,Like gene,,,,,
LOC101113331,HAVCR1,,,,,,
LOC101113279,,mast cell protease 3-like,,,,,
LOC101113251,,"arachidonate 12-lipoxygenase, epidermal-type-like",,,,,
LOC101112964,MUC3B,,,,,,
LOC101112800,COL20A1,,,,,,
LOC101112671,OR51E1,,,,,,
LOC101112481,RPS27,Like gene,,,,,
LOC101112427,,cathelicidin-7 (CATHL7); bovine analog,,,,,
LOC101112343,SLC7A3,like gene,,,,,
LOC101112270,PATE1,,,,,,
LOC101111751,CFAP92,,,,,,
LOC101111720,GPR183,Like gene,,,,,
LOC101111513,MGAT4C,,,,,,
LOC101111401,H1-4,,,,,,
LOC101111382,,receptor-type tyrosine-protein phosphatase V-like (PTPRV); like gene; mouse analog,,,,,
LOC101111174,ULBP1,Like gene,,,,,
LOC101111082,CLCNKA,,,,,,
LOC101111001,KMT5B,Like gene,,,,,
LOC101110537,GDPD4,Like gene,,,,,
LOC101110239,RNASE7,Like gene,,,,,
LOC101109961,PRSS58,Like gene,,,,,
LOC101109936,FMO5,Like gene,,,,,
LOC101109889,SERP2,,,,,,
LOC101109851,ESPNL,,,,,,
LOC101109672,,DISCONTINUED,,,,,
LOC101109646,RPS2,Pseudogene,,,,,
LOC101109601,ZDHHC1,,,,,,
LOC101109597,,DISCONTINUED,,,,,
LOC101109422,,phospholipid-transporting ATPase FetA-like (ATP8B5); mouse analog,,,,,
LOC101109351,RP9,,,,,,
LOC101109219,HLA-DOB,,,,,,
LOC101109170,TAS2R3,,,,,,
LOC101109150,ALPI,Like gene,,,,,
LOC101108681,ZNF347,Like gene,,,,,
LOC101108598,TARM1,,,,,,
LOC101108554,GBP1,Like gene,,,,,
LOC101108533,TMEM30CP,,,,,,
LOC101108503,LOC101108503,,,,,,
LOC101108374,PPP2R3B,Like gene,,,,,
LOC101108333,,DISCONTINUED,,,,,
LOC101108295,,"	tubulin alpha-3 chain (TUBA3); mouse analog",,,,,
LOC101108161,MOGAT2,Like gene,,,,,
LOC101108086,,histone H2B type 1,,,,,
LOC101107984,KMT2B,Like gene,,,,,
LOC101107771,APOL2,Like gene,,,,,
LOC101107465,,galactoside 2-alpha-L-fucosyltransferase 2,,,,,
LOC101107193,OR7D4,Like gene,,,,,
LOC101107188,SPAM1,Like gene,,,,,
LOC101107137,,DISCONTINUED,,,,,
LOC101106844,,adhesion G protein-coupled receptor E4 (ADGRE4); Like gene,,,,,
LOC101106789,PINLYP,Like gene,,,,,
LOC101106728,SPTBN2,,,,,,
LOC101106178,,DISCONTINUED,,,,,
LOC101106041,H2BC12,,,,,,
LOC101105883,,DISCONTINUED,,,,,
LOC101105864,,pepsin A,,,,,
LOC101105566,APOL2,,,,,,
LOC101105561,,DISCONTINUED,,,,,
LOC101105290,H4C1,,,,,,
LOC101105274,PRG3,Like gene,,,,,
LOC101105244,PCDHGC4,,,,,,
LOC101105127,MSLN,Like gene,,,,,
LOC101105022,PRG3,Like gene,,,,,
LOC101105006,ULBP3,Like gene,,,,,
LOC101104808,,aldehyde oxidase 4-like,,,,,
LOC101104790,H2AC4,,,,,,
LOC101104745,PCDHGA1,,,,,,
LOC101104568,APOL6,,,,,,
LOC101104563,,DISCONTINUED,,,,,
LOC101104522,CEACAM4,Like gene,,,,,
LOC101104373,,DISCONTINUED,,,,,
LOC101104151,PPBP,,,,,,
LOC101103916,CKLF,,,,,,
LOC101103766,CCR1,Like gene,,,,,
LOC101103702,,interferon beta-2-like,,,,,
LOC101103547,GBP6,Like gene,,,,,
LOC101103530,SLAMF9,Like gene,,,,,
LOC101103376,,interferon beta-2-like,,,,,
LOC101103156,C6H4orf48,,,,,,
LOC101103066,,DISCONTINUED,,,,,
LOC101103027,,DISCONTINUED,,,,,
LOC101102992,COL9A1,,,,,,
LOC101102967,,antigen WC1.1,,,,,
LOC101102928,HBB,Like gene,,,,,
LOC101102450,RPL36A,Like gene,,,,,
LOC101102447,SLC25A24,Like gene,,,,,
LOC101102399,ADAM20,,,,,,
LOC101102398,,olfactory receptor 49-like,,,,,
LOC101102299,WNT10B,,,,,,
LOC101102195,PLP2,Like gene,,,,,
LOC101101976,KLRD1,Like gene,,,,,
LOC100191064,,antigen WC1.1,,,,,
LOC100144429,TPSB2,,,,,,
